id,collection,dspace.entity.type,nrcan.serial.code,dc.title[en],dc.title[fr],nrcan.serial.issn,nrcan.serial.issne,nrcan.serial.notes,nrcan.serial.urlname,nrcan.serial.url
+,123456789s/22,Serial,sespap,Canada Sessional Papers of Parliament,Canada Documents parlemantaires,,,1924-,,
+,123456789s/22,Serial,contcanbi,Contributions to Canadian Biology,Contributions to Canadian Biology,,,studies from the Biological Stations of Canada,,
+,123456789s/22,Serial,dnsfbar,"Canada Department of the Naval Service, Fisheries Branch, Annual Report","Canada Department of the Naval Service, Fisheries Branch, Annual Report",,,,,
+,123456789s/22,Serial,gscmemg,"Geological Survey of Canada, Memoir, Geological Series","Commission géologique du Canada, Mémoires, Série géologique",0068-7634,,"Earlier memoirs divided into 4 subseries - geological, anthropological, biological and topographical",,
+,123456789s/22,Serial,gscmema,"Geological Survey of Canada, Memoir, Anthropological Series","Commission géologique du Canada, Mémoires, Série anthropologique",0068-7634,,"Earlier memoirs divided into 4 subseries - geological, anthropological, biological and topographical",,
+,123456789s/22,Serial,gscmemb,"Geological Survey of Canada, Memoir, Biological Series","Commission géologique du Canada, Mémoires, Série biologique",0068-7634,,"Earlier memoirs divided into 4 subseries - geological, anthropological, biological and topographical",,
+,123456789s/22,Serial,gscmemt,"Geological Survey of Canada, Memoir, Topographical Series","Commission géologique du Canada, Mémoires, Série topographique",0068-7634,,"Earlier memoirs divided into 4 subseries - geological, anthropological, biological and topographical",,
+,123456789s/22,Serial,cmbmap,"Canada Department of Mines, Mines Branch, Map","Canada Direction des mines, Division des mines, Carte",,,,,
+,123456789s/22,Serial,gscmiscs,"Geological Survey of Canada, Miscellaneous Series","Commission géologique du Canada, Série divers",,,This series is from the 1920s and 1930s.,,
+,123456789s/22,Serial,trssa,Transactions of the  Royal Society of South Africa,Transactions of the  Royal Society of South Africa,0035-919X,,,,
+,123456789s/22,Serial,gscmrcb,"Geological Survey of Canada, Mineral Resources of Canada Bulletin","Commission géologique du Canada, Bulletin des ressources minérales du Canada",,,,,
+,123456789s/22,Serial,bcgr,"British Columbia Ministry of Energy, Mines and Petroleum Resources, Geoscience Reports","British Columbia Ministry of Energy, Mines and Petroleum Resources, Geoscience Reports",,,,,
+,123456789s/22,Serial,capalconfgb,"Canadian Paleontology Conference, Field Trip Guidebook","Canadian Paleontology Conference, Field Trip Guidebook",1183-0298,,1992-,,
+,123456789s/22,Serial,foccsasrd,"Fisheries and Oceans Canada, Canadian Stock Assessment Secretariat, Research Document","Pêches et Océans Canada, Secrétariat canadien d'évaluation des stocks, Document de recherche",,,,,
+,123456789s/22,Serial,gsacorgb,"Geological Society of America, Cordilleran Section, Field Trip Guidebook","Geological Society of America, Cordilleran Section, Field Trip Guidebook",,,,,
+,123456789s/22,Serial,littoral,Littoral: Canada's coastal newsletter,Littoral : Le bulletin côtier canadien,1194-627X,,,,
+,123456789s/22,Serial,gscmsmblg,"Geological Survey of Canada, Museum Bulletin, Geological Series","Commission géologique du Canada, Bulletin du musée, Série géologique",0846-8753,,French ISSN 1709-2981,,
+,123456789s/22,Serial,gscmsmblb,"Geological Survey of Canada, Museum Bulletin, Biological Series","Commission géologique du Canada, Bulletin du musée, Série biologique",,,,,
+,123456789s/22,Serial,gscmsmbla,"Geological Survey of Canada, Museum Bulletin, Anthropological Series","Commission géologique du Canada, Bulletin du musée, Série anthropologique",,,,,
+,123456789s/22,Serial,geofactson,"Natural Resources Canada, Geofacts","Ressources naturelles Canada, Géodoc",,,old Geofacts series from 1980s and 1990s - French title is different from new series. The series is EMR level (no mention of GSC or ESS) - which is similar to new ones which are NRCan-level.,,
+,123456789s/22,Serial,mrnqfcon,"Quebec Department of Natural Resources and Wildlife, Contribution","Ministère des Ressources naturelles et de la Faune du Québec, Contribution",,,,,
+,123456789s/22,Serial,geotopco,"GEOTOP, Contribution","GEOTOP, Contribution",,,,,
+,123456789s/22,Serial,nlnrcr,"Newfoundland and Labrador, Department of Natural Resources, Geological Survey, Report, Current Research","Newfoundland and Labrador, Department of Natural Resources, Geological Survey, Report, Current Research",,,,,
+,123456789s/22,Serial,ontog,"Ontario Oil & Gas, Ontario Petroleum Institute","Ontario Oil & Gas, Ontario Petroleum Institute",,,,,
+,123456789s/22,Serial,geotgeoleng,Geotechnical and Geological Engineering,Geotechnical and Geological Engineering,0960-3182,1573-1529,,,
+,123456789s/22,Serial,epbgmagr,"Earth Physics Branch, Geomagnetic Report","Direction de la physique du globe, Rapport géomagnétique",,,,,
+,123456789s/22,Serial,nmcbulla,"National Museum of Canada, Bulletin, Anthropological Series","Musée national du Canada, Bulletin, Série anthropologique",,,,,
+,123456789s/22,Serial,nmcbullb,"National Museum of Canada, Bulletin, Biological Series","Musée national du Canada, Bulletin, Série biologique",,,,,
+,123456789s/22,Serial,nmcbullg,"National Museum of Canada, Bulletin, Geological Series","Musée national du Canada, Bulletin, Série géologique",,,,,
+,123456789s/22,Serial,aaspds,"American Association of Stratigraphic Palynologists, Data Series","American Association of Stratigraphic Palynologists, Data Series",,,,,
+,123456789s/22,Serial,skmermiscr,"Saskatchewan Ministry of Energy and Resources, Miscellaneous Report","Saskatchewan Ministry of Energy and Resources, Miscellaneous Report",,,,,
+,123456789s/22,Serial,gccti,"Canada, Centre for Topographic Information Series","Canada, Centre d'information topographique, Série",,,,,
+,123456789s/22,Serial,gcntsm,"Canada, National Topographic System Maps","Canada, Cartes du système national de référence cartographique",,,From ?-1995. No official series existed prior to 1996. This precedes gcntsn and gcntsc. SB,,
+,123456789s/22,Serial,gcntsn,Natural Resources Canada Topographic Maps,Cartes topographiques de Ressources naturelles Canada,,,From 1996-1999. Series was replaced with gcntsc. SB,,
+,123456789s/22,Serial,gcntsc,Canadian Topographic Maps,Cartes topographiques du Canada,1915-884X,1915-8858,From 2000-present. Replaces gcntsn. SB,,
+,123456789s/22,Serial,aapgdlp,"American Association of Petroleum Geologists, Distinguished Lecture Program","American Association of Petroleum Geologists, Distinguished Lecture Program",,,,,
+,123456789s/22,Serial,cpbspa,"Canadian paleontology and biostratigraphy Seminar, Program with Abstracts","Canadian paleontology and biostratigraphy Seminar, Program with Abstracts",,,,,
+,123456789s/22,Serial,cspgcsega,"Canadian Society of Petroleum Geologists, Canadian Society of Exploration Geophysicists, Joint Annual Meeting, Abstracts","Canadian Society of Petroleum Geologists, Canadian Society of Exploration Geophysicists, Joint Annual Meeting, Abstracts",,,,,
+,123456789s/22,Serial,newtonb,Newton's Bulletin,Newton's Bulletin,,,,,
+,123456789s/22,Serial,climpast,Climate of the Past,Climate of the Past,1814-9332,,,,
+,123456789s/22,Serial,tigerpub,"TIGeR (The Institute of Geoscience Research) at Curtin, Publication","TIGeR (The Institute of Geoscience Research) at Curtin, Publication",,,,,
+,123456789s/22,Serial,paleobios,PaleoBios,PaleoBios,0031-0298,,,,
+,123456789s/22,Serial,nbnrmof,"New Brunswick Department of Natural Resources, Minerals, Policy and Planning Division, Open File","Ministère des Ressources naturelles du Nouveau-Brunswick, Division des minéraux, des politiques, et de la planification, Dossier public",,,,,
+,123456789s/22,Serial,mgsof,"Manitoba Geological Survey, Open File","Manitoba Geological Survey, Open File",,,,,
+,123456789s/22,Serial,gscrepri,"Geological Survey of Canada, Reprint","Commission géologique du Canada, Réimpression",0410-7829,,1959-1967,,
+,123456789s/22,Serial,nmcspco,"National Museum of Canada, Special Contribution","National Museum of Canada, Special Contribution",,,,,
+,123456789s/22,Serial,terragla,Terra  Glacialis,Terra  Glacialis,,,,,
+,123456789s/22,Serial,bcuclrsc,"Birkbeck College and University College London Research School, Contribution","Birkbeck College and University College London Research School, Contribution",,,,,
+,123456789s/22,Serial,conrifwp,Contributions from the Rosenberg International Forum on Water Policy,Contributions from the Rosenberg International Forum on Water Policy,,,,,
+,123456789s/22,Serial,gsccurre,"Geological Survey of Canada, Current Research (Online)","Commission géologique du Canada, Recherches en cours (En ligne)",,1701-4387,,,
+,123456789s/22,Serial,nrcmmsmr,"Canada, Mineral Report","Canada, Rapport minéral",,,"Prior to 1962 the Canadian Minerals Yearbook was titled ""The Canadian mineral industry in 19..""",,
+,123456789s/22,Serial,noarlcon,Naval Oceanographic and Atmospheric Research Laboratory (NOARL) Contribution,Naval Oceanographic and Atmospheric Research Laboratory (NOARL) Contribution,,,,,
+,123456789s/22,Serial,cdmtssr,"Canada Department of Mines and Technical Surveys, Surveys Report","Canada Ministère des mines et des relevés techniques, Surveys Report",,,,,
+,123456789s/22,Serial,ambio,AMBIO: A Journal of the Human Environment,AMBIO: A Journal of the Human Environment,0044-7447,,,,
+,123456789s/22,Serial,glochbio,Global Change Biology,Global Change Biology,1354-1013,,,,
+,123456789s/22,Serial,orgdvev,Organisms Diversity & Evolution,Organisms Diversity & Evolution,1439-6092,,,,
+,123456789s/22,Serial,nasacp,"United States National Aeronautics and Space Administration, Conference Publication","United States National Aeronautics and Space Administration, Conference Publication",,,,,
+,123456789s/22,Serial,nmcmap,"National Museum of Canada, Map","National Museum of Canada, Map",,,,,
+,123456789s/22,Serial,geolmem,Geological Society Memoir,Geological Society Memoir,0435-4052,,,,
+,123456789s/22,Serial,sinwtsr,"Science Institute of the Northwest Territories, Scientific Reports","Science Institute of the Northwest Territories, Scientific Reports",,1095-9203,,,
+,123456789s/22,Serial,grtplres,Great Plains Research,Great Plains Research,,,,,
+,123456789s/22,Serial,adgcr,Advances in Global Change Research,Advances in Global Change Research,,,,,
+,123456789s/22,Serial,awicon,"Alfred Wegener Institut für Polar und Meerforschung (AWI), Contribution","Alfred Wegener Institut für Polar und Meerforschung (AWI), Contribution",,,,,
+,123456789s/22,Serial,iceclimn,Ice and Climate News,Ice and Climate News,,,,,
+,123456789s/22,Serial,biolet,Biology Letters,Biology Letters,1744-9561,1744-957X,,,
+,123456789s/22,Serial,gcnrcanmcr,"Natural Resources Canada, Geomatics Canada, MCR Series","Ressources naturelles Canada, Géomatique Canada, Collection MCR",,,,,
+,123456789s/22,Serial,qmrngm,"Quebec Department of Natural Resources, GM (geology and mining)","Québec Ministère de ressources naturelles, GM (géologie et minière)",,1943-2682,,,
+,123456789s/22,Serial,cspgpro,"Canadian Society of Petroleum Geologists, Proceedings","Canadian Society of Petroleum Geologists, Proceedings",,,,,
+,123456789s/22,Serial,naplim,National Air Photo Library Index Map,Carte-index de la Photothèque nationale de l'air,,,,,
+,123456789s/22,Serial,smbmap-a,"Canada, Surveys and Mapping Bureau, Topographical Survey, ""A"" Series Map","Canada, Direction des levés et de la cartographie, Levés topographiques, Cartes série ""A""",,,"Numbers were drawn from the same pool as was the GSC A-maps, so there is NO duplication of numbers between them.",,
+,123456789s/22,Serial,dggur,Danmarks og Grønlands geologiske undersøgelse rapport,Danmarks og Grønlands geologiske undersøgelse rapport,,,,,
+,123456789s/22,Serial,intjidf,International Journal of Image and Data Fusion,International Journal of Image and Data Fusion,1947-9832,1947-9824,,,
+,123456789s/22,Serial,intjde,International Journal of Digital Earth,International Journal of Digital Earth,1753-8947,1753-8955,,,
+,123456789s/22,Serial,Verivlimn,Verhandlungen der Internationalen Vereinigung fur Limnologie,Verhandlungen der Internationalen Vereinigung fur Limnologie,,,,,
+,123456789s/22,Serial,apretrolsin,Acta Petrolei Sinica,Acta Petrolei Sinica,1001-8719,,,,
+,123456789s/22,Serial,ogssmfldw,"Ontario Geological Survey, Summary of Fieldwork","Ontario Geological Survey, Summary of Fieldwork",,,,,
+,123456789s/22,Serial,jentolmolsocbc,Journal of the Entomological Society of British Columbia,Journal of the Entomological Society of British Columbia,0071-0733,,,,
+,123456789s/22,Serial,transbrmycolsoc,Transactions of the British Mycological Society,Transactions of the British Mycological Society,0007-1536,,,,
+,123456789s/22,Serial,bimrn,Bi-monthly Research Notes,Bi-monthly Research Notes,,,cfs,,
+,123456789s/22,Serial,forestrychronicle,The Forestry Chronicle,The Forestry Chronicle,0015-7546,1499-9315,cfs,,
+,123456789s/22,Serial,forestscience,Forest Science,Forest Science,,1095-9203,cfs,,
+,123456789s/22,Serial,treeplantersnotes,Tree Planters' Notes,Tree Planters' Notes,0564-1829,,cfs,,
+,123456789s/22,Serial,icesjms,ICES journal of marine science,ICES journal of marine science,1054-3139,1095-9289,,,
+,123456789s/22,Serial,canjplantsci,Canadian Journal of Plant Science,Revue canadienne de phytotechnie,0008-4220,1095-9203,cfs,,
+,123456789s/22,Serial,phytopathology,Phytopathology,Phytopathology,0031-949X,,cfs,,
+,123456789s/22,Serial,canadianplantdiseasesurvey,Canadian Plant Disease Survey,Canadian Plant Disease Survey,,,cfs,,
+,123456789s/22,Serial,canjmicrobio,Canadian Journal of Microbiology,Revue canadienne de microbiologie,0008-4166,1480-3275,cfs,,
+,123456789s/22,Serial,eurjforestpath,European Journal of Forest Pathology,European Journal of Forest Pathology,0300-1237,,cfs,,
+,123456789s/22,Serial,reforestationnotes,Reforestation Notes,Reforestation Notes,,,cfs,,
+,123456789s/22,Serial,asocgeolpol,Annales Societatis Geologorum Poloniae,,0208-9068,,,,
+,123456789s/22,Serial,geolog,GEOLOG,,0227-3713,,The newsmagazine of the Geological Association of Canada,,
+,123456789s/22,Serial,mitmgsofr,"Manitoba Industry, Trade and Mines, Geological Services, Open File Report","Manitoba Industry, Trade and Mines, Geological Services, Open File Report",,,,,
+,123456789s/22,Serial,nzjforestsci,New Zealand Journal of Forestry Science,New Zealand Journal of Forestry Science,,1095-9203,cfs,,
